x,y,reach_id_R,reach_len,n_nodes,width,width_var,max_width,rch_id_up,rch_id_dn,n_rch_up,n_rch_down,fdir_set,conn_reach,rg_us_nd,rg_ds_nd,rg_inlet,rg_outlet,rg_flux,rg_outflx,wse,wse_var,facc,n_chan_max,n_chan_mod,obstr_type,grod_id,hfalls_id,dist_out,lakeflag,swot_orbit,swot_obs,type,river_name,edit_flag,trib_flag,path_freq,path_order,path_segs,main_side,strm_order,end_reach,network,mask_date
-60.954076851855923,9.301037947115301,18,49516.720861209498253,230,237.346195026586003,12445.371766600554110,631.439134490713400,"26","1538",1,1,1,"26, 24, 1538",19,14,0,0,0.014234942096229,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.031029361111344,9.320770147592718,24,48214.636961807889747,224,146.363315928289467,2800.641818211619466,605.771646999825975,"26","1538",1,1,1,"18, 26, 1538",19,14,0,0,0.008778204036588,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.095760965451412,9.155409692807522,26,5969.992248133691646,26,66.637847818135612,4345.281638465959077,547.648289597078247,33 34,18 24,2,2,1,"33, 34, 18, 24",25,19,0,0,0.023013146132817,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.103945167417905,9.130534929333244,33,1761.640781689261757,8,300.289385190815608,7630.591054712269397,547.648289597078247,63 83,"26",2,1,1,"63, 83, 26, 34",32,25,0,0,0.020044860807309,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.103456832827383,9.138760954764575,34,281.716637140337355,1,592.101949021936093,496.524144556775127,631.439134490713400,47 48,"26",2,1,1,"47, 48, 26, 33",33,25,0,0,0.002968285325508,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.094431153223816,9.153245170351294,47,3782.866473214963662,17,243.820778351132901,6278.079795245384958,588.037890052346484,"66","34",1,1,1,"66, 48, 34",45,33,0,0,0.001747780436346,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.090652550812607,9.141473716128623,48,2834.202315932463534,13,170.264208174300308,8882.167209129893308,588.037890052346484,"66","34",1,1,1,"47, 66, 34",45,33,0,0,0.001220504889162,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.149175913159709,9.096130831818906,63,14665.726789402824579,67,161.030381435837228,3577.699804024364767,375.683627286455533,86 87,"33",2,1,1,"86, 87, 33, 83",58,32,0,0,0.005274606268671,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.067937464196532,9.143769898557178,66,3221.181795138975758,15,395.760837974531967,12055.874351917054810,677.273290766808714,88 89,47 48,2,2,1,"88, 89, 47, 48",60,45,0,0,0.002968285325508,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.236856259411290,9.088286288970689,83,39706.272073425650888,182,227.774096107930802,7015.914940580695657,510.984977715148204,"109","33",1,1,1,"109, 110, 33, 63",75,32,0,0,0.014770254538639,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.223757416711486,9.043371803942957,86,12366.493793438445209,56,73.681946535685995,401.912732681432487,118.801594185898196,"110","63",1,1,1,"87, 110, 63",78,58,0,0,0.002920312930800,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.216314594365038,9.043216536248316,87,10265.334167881337635,46,59.400797092949105,25.943096250601549,118.801594185898196,"110","63",1,1,1,"86, 110, 63",78,58,0,0,0.002354293337871,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.053215900584931,9.143959664978748,88,89.101195639423651,1,678.484046762916023,122.736021958437746,695.268504430515918,112 113,"66",2,1,1,"112, 113, 66, 89",79,60,0,0,0.002012945069604,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.055386254037437,9.139288971514638,89,1194.348168867673394,5,145.016300191861262,26334.914935283908562,677.273290766808714,"114","66",1,1,1,"114, 115, 66, 88",80,60,0,0,0.000955340255904,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
-61.357228929532049,8.985925800633302,109,21474.174575817309233,98,211.033175890336082,2493.981233210485698,356.404782557694602,142 143,83 110,2,2,1,"142, 143, 83, 110",99,75,0,0,0.020044860807309,,,,,,,,,,,,,,,,,,,,,,,,,"Composite of 2020 Landsat 8, manually cleaned in 2025"
